#;Status;Priority;Subjet;Resource;Tipo de Asset;Updated;Last Seen;Date Found;CVSS Score de la Herramienta;CVSS Score;Puntaje Ponderado;Pertenece a Investments;Negocio
16873;Mitigated;Low;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;192.168.243.111:13318;IP Externa;28-03-2024;29-02-2024;07-03-2024;29;12;Si;Si;
27256;Mitigated;Low;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);192.168.237.192:19661;IP Interna;02-10-2024;07-06-2024;24-01-2024;34;15;Si;Si;
20464;Confirmed;Medium;Microsoft Windows Server: Missing Security Update (ZeroLogon);192.168.194.100:31132;IP Externa;24-06-2025;15-09-2024;09-04-2025;49;45;Si;No;
45120;Confirmed;Low;Nginx < 1.20.1 Vulnerabilidades Mœltiples;158.60.210.218:20752;IP Externa;14-08-2025;15-01-2025;07-01-2024;18;38;Si;No;
83445;Confirmed;Low;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.39.207:56046;IP Externa;28-06-2025;01-10-2025;24-09-2024;14;15;Si;No;
34258;Confirmed;High;SSL/TLS: Certificado Expirado;214.90.71.26:18278;IP Externa;07-03-2024;26-10-2025;08-07-2025;89;76;Si;No;
37076;Mitigated;Medium;Servidor SMTP Expone Usuarios (VRFY / EXPN);https://sistemasweb.cl/bdbivsodp5654;IP Externa;19-01-2024;22-08-2024;02-06-2025;67;61;Si;Si;
61235;Reopened;High;vsftpd < 3.0.3 Backdoor Command Execution;192.168.3.52:20642;IP Externa;13-09-2024;03-03-2025;05-02-2025;76;88;Si;No;
21895;Confirmed;Critical;SSL/TLS: Vulnerabilidad 'CRIME';192.168.132.205:55548;IP Interna;27-06-2024;19-12-2024;03-02-2024;97;92;Si;No;
65908;Mitigated;Low;Microsoft Office: Missing Security Updates (Macros);192.168.211.47:11857;IP Interna;05-08-2024;02-07-2024;17-07-2024;30;36;Si;No;
66535;Reopened;High;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;44.107.126.106:43038;IP Externa;26-04-2024;12-09-2025;17-11-2024;71;85;Si;Si;
94470;Confirmed;Medium;OpenSSL < 1.1.1l Vulnerabilidades Mœltiples;44.107.126.106:43038;IP Externa;19-01-2025;09-09-2024;29-10-2024;55;61;Si;Si;
62838;Confirmed;Medium;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);https://nexusdata.cl/2lrnll09vs;IP Interna;19-02-2024;15-05-2025;25-07-2024;49;59;Si;Si;
27111;Mitigated;Low;SSL/TLS: Vulnerabilidad 'CRIME';52.230.224.193:22439;IP Externa;15-06-2024;20-10-2025;11-05-2024;31;15;Si;No;
67482;Confirmed;Low;SSL/TLS: Certificado Autofirmado (Self-Signed);192.168.145.180:23729;IP Interna;16-01-2024;05-09-2024;15-10-2025;14;15;Si;No;
76481;Reopened;Medium;Microsoft RDP Client Remote Code Execution (CVE-2020-0655);10.220.150.155:25206;IP Externa;14-08-2024;12-06-2024;04-09-2024;53;53;No;No;
22503;Confirmed;Critical;Servicio de 'Windows Update' Deshabilitado;118.133.240.0:36205;IP Externa;23-09-2024;20-10-2024;28-01-2025;97;98;Si;No;
97403;Confirmed;Critical;Jenkins < 2.303.1 Vulnerabilidades de Cross-Site Scripting (XSS);192.168.145.180:27038;IP Externa;18-10-2024;07-07-2024;24-06-2024;97;94;Si;No;
17825;Confirmed;High;Permisos de /etc/passwd DŽbiles;http://accesototal.cl/ihdlul4hmtd;IP Externa;04-02-2024;08-06-2024;23-01-2025;85;79;Si;No;
45784;Confirmed;High;Servicio 'Telnet' Habilitado;192.168.148.217:24426;IP Externa;03-07-2024;04-03-2024;29-04-2024;76;86;Si;No;
96288;Mitigated;Low;MongoDB < 4.4.8 Vulnerabilidades de Denegaci—n de Servicio;10.220.105.226:36244;IP Interna;08-04-2024;19-10-2024;10-03-2024;15;15;No;No;
27920;Reopened;High;SSL/TLS: Vulnerabilidad 'CRIME';192.168.158.175:42074;IP Externa;27-09-2025;09-04-2024;21-06-2025;88;76;Si;No;
61847;Reopened;Critical;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);120.157.91.226:6410;IP Interna;05-10-2024;10-05-2024;25-10-2024;92;97;Si;No;
24317;Mitigated;Medium;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;44.107.126.106:43038;IP Externa;16-02-2025;03-08-2024;08-09-2025;60;50;Si;No;
82845;Confirmed;Low;SNMP Agent 'private' Community String Habilitado (Escritura);https://coretech.cl/6b12am;IP Externa;27-03-2024;01-04-2024;23-03-2024;15;15;No;No;
40323;Confirmed;Critical;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);10.220.210.135:62051;IP Interna;21-10-2024;06-01-2025;21-09-2024;94;99;Si;No;
66222;Confirmed;High;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;10.220.210.135:62051;IP Interna;03-04-2024;18-09-2024;24-07-2024;74;80;Si;No;
15871;Confirmed;Medium;Nginx < 1.20.1 Vulnerabilidades Mœltiples;192.168.115.252:18086;IP Externa;23-01-2024;18-06-2025;23-05-2025;46;68;Si;No;
95238;Confirmed;Medium;Permisos de /etc/shadow DŽbiles;https://metrics.cl/ijdnm2ts864564;IP Externa;25-01-2024;07-10-2025;24-04-2025;64;60;Si;No;
72666;Confirmed;Low;OpenSSH < 8.7 Vulnerabilidad de PAM;44.107.126.106:43038;IP Externa;07-03-2024;23-06-2024;20-06-2024;11;15;Si;No;
58098;Confirmed;Critical;SSL/TLS: Vulnerabilidad 'CRIME';44.107.126.106:43038;IP Externa;20-07-2025;22-05-2024;09-08-2025;97;96;Si;No;
66260;Mitigated;High;Encabezado 'Content-Security-Policy (CSP)' No Encontrado;http://finanzascorp.cl/ixh9sjp159p;IP Interna;23-09-2025;01-07-2024;07-11-2024;83;82;Si;No;
29471;Confirmed;Informational;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);10.220.133.172:58849;IP Externa;10-09-2025;01-04-2025;22-03-2024;0;0;No;No;
66181;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';10.220.127.89:54608;IP Interna;17-02-2024;26-05-2024;07-10-2024;42;42;No;No;
58810;Confirmed;Medium;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;10.220.30.208:7323;IP Externa;28-09-2024;06-01-2024;18-10-2025;51;49;Si;No;
88441;Mitigated;High;Adobe Acrobat Reader < 2021.005.20060 Vulnerabilidades Mœltiples;192.168.185.189:35155;IP Externa;08-03-2025;30-12-2024;25-03-2024;78;71;Si;No;
44765;Confirmed;Medium;Nginx < 1.20.1 Vulnerabilidades Mœltiples;192.168.165.164:7038;IP Externa;16-02-2024;09-07-2025;25-09-2024;51;57;Si;No;
56466;Reopened;Medium;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);192.168.3.52:43063;IP Externa;12-07-2024;25-06-2024;25-01-2024;60;49;Si;Si;
73613;Mitigated;Medium;Cisco IOS < 15.9(3)M Vulnerabilidad de Ejecuci—n Remota de C—digo;107.230.98.194:45256;IP Externa;07-11-2024;15-04-2025;15-05-2025;68;69;Si;Si;
50818;Confirmed;Informational;VMware vCenter Server < 7.0 U2b Remote Code Execution;44.107.126.106:43038;IP Externa;03-09-2025;29-06-2024;07-06-2024;0;0;No;Si;
10755;Confirmed;Low;SSL/TLS: Vulnerabilidad 'CRIME';https://infrahost.cl/4b5vev7vx87;IP Externa;19-05-2024;09-10-2025;27-02-2025;16;12;Si;Si;
55918;Confirmed;High;SSL/TLS: Vulnerabilidad 'CRIME';10.220.64.86:57902;IP Interna;30-05-2024;25-03-2025;11-10-2024;83;84;Si;Si;
85997;Reopened;Low;Permisos de /etc/shadow DŽbiles;10.220.80.249:54604;IP Externa;25-05-2024;04-12-2024;06-01-2024;16;16;No;Si;
59783;Mitigated;High;Microsoft Windows Server: Missing Security Update (MS17-010);120.32.25.26:59629;IP Interna;10-10-2024;01-06-2025;29-07-2024;76;80;Si;Si;
10266;Mitigated;High;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;192.168.141.9:40629;IP Externa;22-02-2024;13-10-2024;12-06-2024;89;84;Si;Si;
38804;Mitigated;Medium;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;192.168.253.176:13823;IP Externa;19-10-2024;21-05-2025;09-07-2024;62;46;Si;Si;
14789;Mitigated;Medium;SSL/TLS: Certificado Expirado;10.220.210.135:62051;IP Interna;07-06-2024;09-02-2025;21-07-2025;55;60;Si;Si;
39301;Mitigated;Low;Soporte para LM Hashes Habilitado en Active Directory;http://zylos.cl/mtc6z9;IP Externa;17-01-2025;12-10-2025;28-09-2024;33;24;Si;Si;
85268;Confirmed;High;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.193.143:50127;IP Externa;06-04-2025;30-07-2024;05-01-2025;88;76;Si;Si;
65769;Confirmed;Low;DNS Server Permite Transferencias de Zona (AXFR);192.168.91.111:17019;IP Interna;26-08-2024;04-06-2025;11-04-2024;16;16;No;No;
63096;Confirmed;Low;Microsoft Windows Server: Missing Security Update (MS17-010);192.168.95.49:42646;IP Interna;27-03-2025;07-05-2025;07-07-2024;33;17;Si;No;
44570;Confirmed;Low;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;134.191.17.46:28389;IP Externa;09-09-2024;29-04-2025;29-12-2024;15;15;No;No;
92854;Reopened;Low;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;10.220.82.40:4167;IP Interna;21-02-2025;30-06-2024;18-01-2025;11;20;Si;No;
67959;Confirmed;High;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.3.52:21334;IP Externa;09-01-2024;10-07-2024;01-07-2024;79;79;Si;No;
56482;Mitigated;Low;Oracle WebLogic Server < 14.1.1.0.0 Vulnerabilidad de Deserializaci—n (CVE-2020-14882);114.62.73.14:44331;IP Externa;18-02-2024;06-02-2025;05-05-2024;16;16;No;No;
83639;Confirmed;Medium;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;10.220.234.27:63683;IP Externa;12-08-2025;07-11-2024;09-03-2024;62;57;Si;No;
51070;Confirmed;Low;SSL/TLS: Certificado Expirado;44.107.126.106:43038;IP Externa;18-07-2024;13-05-2025;28-01-2024;29;13;Si;No;
42617;Confirmed;Medium;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;26.74.47.184:62332;IP Interna;31-08-2025;17-08-2024;08-02-2025;47;63;Si;No;
25670;Mitigated;Low;Drupal < 9.2.6 Vulnerabilidades Mœltiples;192.168.58.183:21273;IP Externa;01-10-2024;20-06-2025;14-10-2025;16;16;No;No;
62019;Confirmed;Low;DNS Server Cache Snooping Remoto;192.168.194.100:38799;IP Externa;04-06-2024;31-10-2025;08-04-2024;16;16;No;No;
70497;Confirmed;Low;SSL/TLS: Certificado Expirado;101.192.139.86:17674;IP Externa;11-08-2024;31-01-2024;14-03-2025;10;35;Si;No;
40225;Mitigated;Low;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;103.79.44.205:6154;IP Externa;07-10-2024;30-01-2024;26-03-2025;12;30;Si;Si;
58478;Mitigated;Informational;Microsoft Windows Server: Missing Security Update (ZeroLogon);44.107.126.106:43038;IP Externa;10-01-2025;13-01-2024;10-11-2024;0;0;No;Si;
50293;Mitigated;Low;Node.js < 16.10.0 Vulnerabilidad de Contrabando de HTTP;101.192.139.86:59208;IP Interna;05-09-2025;25-01-2025;10-05-2024;16;16;No;Si;
82926;Mitigated;High;Servicio de 'Windows Update' Deshabilitado;184.220.87.56:32266;IP Externa;12-03-2025;04-08-2025;08-09-2024;87;71;Si;Si;
69698;Confirmed;Low;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.95.49:16610;IP Externa;18-01-2024;22-10-2024;19-05-2025;15;15;No;Si;
39720;Mitigated;Medium;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);207.159.72.196:16315;IP Externa;16-10-2025;09-05-2025;29-03-2025;58;68;Si;Si;
12795;Mitigated;Low;Servicio de 'Windows Update' Deshabilitado;192.168.100.70:52108;IP Interna;10-04-2024;20-03-2024;09-09-2024;15;15;No;Si;
96546;Reopened;Low;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;192.168.36.110:1026;IP Interna;26-09-2024;18-07-2025;15-02-2024;15;15;No;Si;
41129;Confirmed;Low;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;44.107.126.106:43038;IP Externa;20-09-2024;29-01-2024;09-02-2024;23;14;Si;Si;
47172;Mitigated;High;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;10.220.210.135:62051;IP Interna;05-06-2024;16-08-2025;15-04-2024;74;80;Si;No;
41800;Confirmed;Medium;SSL/TLS: Certificado Autofirmado (Self-Signed);10.220.210.135:62051;IP Interna;23-04-2024;14-07-2024;31-05-2024;59;47;Si;No;
65779;Confirmed;High;SSLv3 Protocolo Obsoleto Habilitado (POODLE);10.220.210.135:62051;IP Interna;11-09-2024;02-10-2024;17-04-2024;89;74;Si;No;
15510;Confirmed;Critical;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);194.128.254.254:43732;IP Externa;24-06-2024;17-07-2025;12-02-2025;100;96;Si;No;
16589;Confirmed;High;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;10.220.186.42:14675;IP Interna;20-06-2024;20-06-2024;02-10-2024;76;80;Si;No;
17531;Confirmed;Low;Linux Kernel < 5.10.4 Vulnerabilidad de Dirty Pipe;10.220.102.183:14569;IP Externa;18-09-2024;23-02-2025;28-02-2025;13;13;No;No;
36407;Mitigated;Low;OpenSSH < 8.7 Vulnerabilidad de PAM;10.220.158.53:59072;IP Interna;07-07-2024;12-08-2024;23-03-2025;13;13;No;No;
16758;Mitigated;Medium;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;10.220.111.196:23089;IP Externa;26-10-2024;10-07-2025;16-03-2024;62;59;Si;No;
49598;Confirmed;High;Soporte para LM Hashes Habilitado en Active Directory;44.107.126.106:43038;IP Externa;11-12-2024;15-03-2024;14-11-2024;78;72;Si;Si;
70124;Mitigated;Informational;SSL/TLS: Mismatch en el Nombre del Certificado (CN);https://accesototal.cl/wzird9u1ie;IP Externa;01-05-2024;07-03-2025;22-02-2024;0;0;No;No;
64459;Mitigated;High;vsftpd < 3.0.3 Backdoor Command Execution;10.220.105.226:1764;IP Externa;16-04-2024;30-03-2024;02-11-2024;76;71;Si;No;
72157;Mitigated;Medium;SSL/TLS: Mismatch en el Nombre del Certificado (CN);192.168.151.176:51003;IP Interna;08-05-2025;01-11-2024;29-06-2024;52;59;Si;No;
44343;Confirmed;Low;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;44.107.126.106:43038;IP Externa;06-04-2024;12-12-2024;13-09-2024;33;36;Si;No;
13429;Confirmed;Low;DNS Server Permite Transferencias de Zona (AXFR);10.220.229.21:39351;IP Externa;17-05-2024;14-10-2025;29-09-2024;16;16;No;No;
63694;Reopened;Low;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.210.135:62051;IP Interna;17-02-2024;06-06-2025;20-01-2024;11;14;Si;No;
86555;Confirmed;Critical;SSLv3 Protocolo Obsoleto Habilitado (POODLE);10.220.105.226:11526;IP Externa;04-10-2024;08-02-2025;18-05-2025;93;90;Si;No;
78121;Mitigated;Medium;Servicio 'rlogin/rsh' Habilitado;10.220.143.100:42689;IP Externa;14-10-2024;10-04-2024;04-04-2024;68;41;Si;No;
70565;Confirmed;Critical;Servicio de 'Windows Update' Deshabilitado;10.220.206.42:62896;IP Externa;27-09-2024;28-03-2025;19-04-2024;92;94;Si;No;
30973;Mitigated;Medium;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);207.159.72.196:53912;IP Externa;23-06-2025;16-03-2024;18-09-2024;60;62;Si;No;
41653;Mitigated;High;Servicio de 'Windows Update' Deshabilitado;10.220.24.49:8170;IP Externa;14-12-2024;11-11-2024;25-07-2024;76;85;Si;No;
79863;Confirmed;Low;Microsoft Exchange Server Remote Code Execution (ProxyShell);223.1.71.89:63813;IP Externa;18-01-2025;30-05-2024;27-07-2024;29;24;Si;No;
51376;Confirmed;Medium;SSL/TLS: Certificado Expirado;10.220.9.88:53113;IP Interna;05-05-2024;04-04-2024;10-11-2024;55;65;Si;No;
79620;Confirmed;Medium;SSL/TLS: Compresi—n (CRIME) Habilitada;44.107.126.106:49639;IP Interna;25-11-2024;01-03-2025;09-01-2024;45;43;Si;No;
21475;Reopened;Informational;Microsoft Windows Server: Missing Security Update (MS17-010);44.107.126.106:43038;IP Externa;21-10-2024;10-10-2025;01-05-2024;0;0;No;Si;
93094;Confirmed;Medium;PHP < 8.0.12 Vulnerabilidades Mœltiples;29.87.111.178:42491;IP Externa;29-07-2024;02-08-2024;06-10-2024;65;54;Si;No;
86458;Reopened;Critical;Microsoft Office: Missing Security Updates (Macros);10.220.24.49:18255;IP Interna;01-04-2024;03-06-2025;30-10-2024;92;92;Si;No;
79292;Confirmed;High;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;10.220.210.135:62051;IP Interna;21-07-2024;08-03-2025;17-08-2024;76;84;Si;No;
84201;Confirmed;Medium;Microsoft Windows Server: Missing Security Update (MS17-010);192.168.132.205:57110;IP Interna;09-07-2025;23-07-2024;28-05-2025;47;55;Si;No;
50900;Confirmed;Medium;MongoDB < 4.4.8 Vulnerabilidades de Denegaci—n de Servicio;10.220.232.204:21951;IP Interna;04-05-2025;04-06-2024;14-06-2024;58;41;Si;No;
72883;Confirmed;Low;DNS Server Permite Transferencias de Zona (AXFR);52.230.224.193:61032;IP Interna;02-02-2024;31-10-2024;03-12-2024;13;13;No;No;
52716;Confirmed;Low;SSL/TLS: Certificado Autofirmado (Self-Signed);10.220.135.106:56741;IP Externa;22-02-2025;02-06-2024;24-02-2024;13;13;No;No;
25953;Confirmed;Low;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;184.139.16.154:18904;IP Externa;11-01-2024;04-04-2025;05-09-2024;19;22;Si;No;
60752;Mitigated;Medium;TLSv1.1 Protocolo Obsoleto Habilitado;10.220.134.222:36566;IP Externa;12-09-2024;22-04-2025;01-06-2024;44;55;Si;No;
34065;Confirmed;High;Nginx < 1.20.1 Vulnerabilidades Mœltiples;148.168.116.65:49463;IP Externa;22-11-2024;04-01-2024;08-10-2024;82;85;Si;No;
65056;Confirmed;High;Permisos de /etc/shadow DŽbiles;10.220.210.135:62051;IP Interna;01-01-2024;23-10-2024;15-09-2025;86;72;Si;No;
75214;Reopened;High;VMware ESXi < 6.7 P05 Vulnerabilidad 'VMCA' (CVE-2021-21975);10.220.107.124:27424;IP Interna;09-01-2025;24-04-2024;30-05-2024;84;86;Si;No;
31032;Confirmed;Medium;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';192.168.110.42:59288;IP Interna;15-10-2024;27-03-2024;04-08-2024;41;50;Si;No;
81060;Confirmed;Medium;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);192.168.211.47:26901;IP Externa;05-11-2024;17-04-2024;31-05-2024;59;66;Si;No;
31524;Confirmed;Low;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);192.168.39.207:63839;IP Externa;05-07-2024;05-02-2024;24-09-2024;31;28;Si;No;
25112;Mitigated;Medium;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);192.168.19.63:19712;IP Interna;07-04-2024;16-03-2024;22-02-2025;64;48;Si;No;
28007;Confirmed;Medium;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);10.220.82.40:52425;IP Interna;28-09-2025;05-10-2024;23-05-2024;55;54;Si;No;
56872;Confirmed;Low;VMware ESXi < 6.7 P05 Vulnerabilidad 'VMCA' (CVE-2021-21975);10.220.203.114:51739;IP Externa;21-01-2024;14-12-2024;06-02-2025;32;24;Si;No;
62127;Reopened;Informational;SSL/TLS: Certificado Expirado;http://infrahost.cl/kinfxox4y;IP Interna;31-03-2025;20-03-2025;06-12-2024;0;0;No;No;
79982;Confirmed;Medium;SSL/TLS: Certificado Expirado;192.168.187.2:1448;IP Externa;13-10-2024;06-06-2024;24-03-2024;43;61;Si;No;
25731;Confirmed;Low;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;192.168.151.176:53341;IP Externa;22-09-2024;02-01-2025;20-02-2025;13;13;No;No;
17999;Confirmed;Low;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);194.128.254.254:57356;IP Interna;14-03-2024;21-09-2024;20-09-2024;23;38;Si;No;
71472;Confirmed;Low;Soporte para 'Null Sessions' de SMB Habilitado;101.192.139.86:16416;IP Externa;17-01-2024;23-04-2024;12-06-2024;37;10;Si;No;
98842;Confirmed;Critical;SSL/TLS: Certificado Expirado;192.168.187.2:43113;IP Externa;05-12-2024;09-12-2024;24-07-2025;91;97;Si;No;
97888;Confirmed;Low;Servicio de 'Windows Update' Deshabilitado;10.220.210.135:62051;IP Interna;26-09-2024;19-08-2024;06-04-2024;35;23;Si;No;
45762;Confirmed;High;SMB Signing Disabled o No Requerido;10.220.28.134:51563;IP Interna;15-02-2025;30-10-2025;03-10-2025;70;88;Si;No;
17789;Reopened;Medium;Drupal < 9.2.6 Vulnerabilidades Mœltiples;114.62.73.14:47016;IP Externa;16-08-2024;06-08-2024;30-07-2025;59;46;Si;No;
61793;Confirmed;Critical;PHP < 8.0.12 Vulnerabilidades Mœltiples;192.168.152.211:29895;IP Interna;14-09-2024;09-01-2025;27-10-2024;99;91;Si;No;
81624;Confirmed;Medium;SSL/TLS: Compresi—n (CRIME) Habilitada;10.220.143.100:43751;IP Externa;24-01-2024;02-07-2024;17-08-2024;51;43;Si;No;
88691;Mitigated;Medium;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);10.220.234.27:2964;IP Externa;03-06-2024;04-10-2024;24-10-2024;55;58;Si;No;
23773;Reopened;Medium;Adobe Acrobat Reader < 2021.005.20060 Vulnerabilidades Mœltiples;45.192.207.220:37298;IP Interna;22-03-2025;09-03-2025;22-03-2025;49;67;Si;No;
55876;Mitigated;Low;Linux Kernel < 5.10.4 Vulnerabilidad de Dirty Pipe;179.11.166.220:4088;IP Externa;15-09-2024;05-02-2024;06-10-2024;16;28;Si;No;
51186;Confirmed;Medium;Drupal < 9.2.6 Vulnerabilidades Mœltiples;https://sistemasweb.cl/rdmx4wy;IP Externa;29-04-2024;02-09-2025;03-09-2025;41;53;Si;No;
72611;Mitigated;Low;SSL/TLS: Vulnerabilidad 'CRIME';10.220.61.204:23604;IP Externa;25-06-2024;02-08-2024;25-03-2024;28;15;Si;No;
34910;Confirmed;Medium;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);10.220.64.86:56205;IP Externa;11-10-2024;03-12-2024;09-09-2025;47;54;Si;No;
75815;Mitigated;Medium;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;10.220.134.222:25227;IP Interna;26-08-2025;11-05-2024;15-01-2024;51;56;Si;No;
45064;Mitigated;Medium;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;10.220.234.27:18255;IP Externa;08-06-2024;08-03-2024;19-11-2024;59;53;Si;No;
27767;Reopened;Medium;PHP < 8.0.12 Vulnerabilidades Mœltiples;192.168.253.176:34806;IP Externa;20-02-2025;03-05-2024;23-11-2024;52;59;Si;No;
49353;Confirmed;Low;Servicio de 'Windows Update' Deshabilitado;10.220.144.224:36575;IP Externa;09-05-2024;03-07-2024;06-06-2025;28;22;Si;No;
82329;Confirmed;High;Nginx < 1.20.1 Vulnerabilidades Mœltiples;10.220.144.208:45182;IP Externa;20-04-2024;19-01-2025;30-09-2025;74;79;Si;No;
94569;Confirmed;Informational;Redis < 6.2.5 Vulnerabilidad de Desbordamiento de Bœfer;192.168.184.237:56879;IP Externa;26-06-2025;13-05-2024;09-06-2024;0;0;No;No;
14288;Confirmed;Medium;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.171.138:35699;IP Interna;17-09-2025;26-05-2025;21-06-2024;51;59;Si;No;
11069;Confirmed;Critical;Microsoft Exchange Server Remote Code Execution (ProxyShell);https://securenet.cl/21wlz8b;IP Externa;13-02-2024;23-03-2025;28-04-2024;95;92;Si;No;
77472;Mitigated;Informational;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);10.220.144.224:35150;IP Externa;30-04-2025;07-08-2025;15-05-2024;0;0;No;No;
42795;Confirmed;Low;Linux Kernel < 5.10.4 Vulnerabilidad de Dirty Pipe;103.79.44.205:10009;IP Interna;08-03-2024;05-03-2024;26-07-2024;20;22;Si;No;
31579;Confirmed;Low;SSL/TLS: Certificado Expirado;10.220.173.167:51671;IP Interna;13-05-2024;14-05-2024;06-07-2025;39;19;Si;No;
79006;Confirmed;Medium;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;192.168.179.135:45526;IP Externa;20-09-2024;01-02-2025;16-09-2025;57;65;Si;No;
74683;Mitigated;Critical;Python < 3.9.7 Vulnerabilidades Mœltiples;192.168.75.126:9739;IP Interna;31-08-2024;08-11-2024;07-02-2024;99;92;Si;No;
35200;Confirmed;Critical;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.206.42:53248;IP Externa;02-01-2025;01-11-2024;20-10-2024;91;97;Si;No;
97614;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';56.239.45.72:27287;IP Interna;11-02-2025;07-03-2024;11-07-2024;44;44;Si;No;
72594;Confirmed;Low;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;10.220.210.135:62051;IP Interna;14-08-2024;31-05-2025;06-11-2024;28;22;Si;No;
39724;Reopened;Medium;Soporte para 'Null Sessions' de SMB Habilitado;10.220.134.222:33897;IP Externa;04-05-2024;18-07-2024;27-04-2024;51;68;Si;No;
92545;Mitigated;High;PUT y DELETE HTTP Habilitados en Servidor Web;214.90.71.26:42423;IP Interna;16-03-2025;01-05-2025;13-10-2025;75;84;Si;No;
90460;Confirmed;Low;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;10.220.210.135:62051;IP Interna;27-05-2024;04-02-2025;27-03-2025;36;21;Si;No;
98161;Confirmed;Medium;Node.js < 16.10.0 Vulnerabilidad de Contrabando de HTTP;203.27.94.159:64365;IP Externa;02-02-2025;09-09-2024;10-01-2025;51;63;Si;No;
12483;Mitigated;High;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;https://metrics.cl/jcvt81ruv;IP Externa;30-07-2025;30-07-2025;02-08-2024;80;85;Si;No;
86964;Confirmed;Low;Splunk < 8.2.2 Vulnerabilidades Mœltiples;10.220.182.162:3047;IP Externa;19-12-2024;18-04-2025;02-06-2024;11;14;Si;No;
62642;Reopened;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;194.128.254.254:44080;IP Externa;11-01-2025;09-05-2024;02-02-2024;45;42;Si;No;
84409;Reopened;Medium;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;10.220.2.37:21527;IP Externa;12-01-2024;30-06-2024;15-08-2024;67;45;Si;No;
30909;Reopened;Medium;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;10.220.133.172:30697;IP Externa;09-07-2024;11-07-2024;24-07-2024;45;46;Si;No;
10455;Mitigated;Low;TLSv1.1 Protocolo Obsoleto Habilitado;3.117.252.127:17062;IP Externa;07-04-2025;19-01-2024;13-10-2024;23;11;Si;No;
